"날짜","종가","시가","고가","저가","거래량","변동 %"
"2019- 01- 21","3,974,000","3,986,000","4,000,000","3,945,000","2.72K","-0.20%"
"2019- 01- 20","3,982,000","4,112,000","4,137,000","3,928,000","2.79K","-3.16%"
"2019- 01- 19","4,112,000","4,051,000","4,179,000","4,046,000","2.78K","1.51%"
"2019- 01- 18","4,051,000","4,072,000","4,075,000","4,022,000","3.02K","-0.52%"
"2019- 01- 17","4,072,000","4,054,000","4,085,000","4,007,000","3.20K","0.44%"
"2019- 01- 16","4,054,000","4,030,000","4,099,000","4,020,000","4.11K","0.60%"
"2019- 01- 15","4,030,000","4,095,000","4,119,000","4,000,000","3.57K","-1.66%"
"2019- 01- 14","4,098,000","3,964,000","4,148,000","3,955,000","4.23K","3.38%"
"2019- 01- 13","3,964,000","4,094,000","4,120,000","3,942,000","3.18K","-3.15%"
"2019- 01- 12","4,093,000","4,110,000","4,129,000","4,050,000","2.39K","-0.41%"
"2019- 01- 11","4,110,000","4,089,000","4,157,000","4,047,000","4.74K","0.51%"
"2019- 01- 10","4,089,000","4,457,000","4,485,000","4,068,000","7.11K","-8.22%"
"2019- 01- 09","4,455,000","4,488,000","4,507,000","4,417,000","16.65K","-0.74%"
"2019- 01- 08","4,488,000","4,501,000","4,573,000","4,410,000","19.79K","-0.31%"
"2019- 01- 07","4,502,000","4,525,000","4,600,000","4,283,000","21.70K","-0.51%"
"2019- 01- 06","4,525,000","4,297,000","4,553,000","4,269,000","22.37K","5.31%"
"2019- 01- 05","4,297,000","4,309,000","4,354,000","4,278,000","24.87K","-0.28%"
"2019- 01- 04","4,309,000","4,286,000","4,334,000","4,243,000","19.20K","0.63%"
"2019- 01- 03","4,282,000","4,352,000","4,367,000","4,259,000","15.37K","-1.45%"
"2019- 01- 02","4,345,000","4,294,000","4,360,000","4,244,000","3.86K","1.31%"
"2019- 01- 01","4,289,000","4,199,000","4,300,000","4,137,000","3.23K","2.14%"
"2018- 12- 31","4,199,000","4,290,000","4,302,000","4,138,000","4.37K","-2.24%"
"2018- 12- 30","4,295,000","4,184,000","4,330,000","4,159,000","3.68K","2.51%"
"2018- 12- 29","4,190,000","4,344,000","4,377,000","4,162,000","4.12K","-3.23%"
"2018- 12- 28","4,330,000","4,127,000","4,368,000","4,055,000","7.16K","4.94%"
"2018- 12- 27","4,126,000","4,286,000","4,328,000","4,056,000","4.98K","-3.73%"
"2018- 12- 26","4,286,000","4,245,000","4,348,000","4,160,000","4.83K","0.97%"
"2018- 12- 25","4,245,000","4,538,000","4,555,000","4,144,000","7.41K","-6.50%"
"2018- 12- 24","4,540,000","4,431,000","4,705,000","4,427,000","8.97K","2.46%"
"2018- 12- 23","4,431,000","4,468,000","4,539,000","4,378,000","5.90K","-0.83%"
"2018- 12- 22","4,468,000","4,330,000","4,495,000","4,275,000","4.96K","3.19%"
"2018- 12- 21","4,330,000","4,565,000","4,702,000","4,245,000","10.22K","-5.17%"
"2018- 12- 20","4,566,000","4,121,000","4,632,000","4,088,000","11.75K","10.83%"
"2018- 12- 19","4,120,000","4,096,000","4,401,000","4,064,000","10.01K","0.54%"
"2018- 12- 18","4,098,000","3,927,000","4,110,000","3,847,000","5.94K","4.35%"
"2018- 12- 17","3,927,000","3,637,000","3,975,000","3,626,000","7.07K","8.00%"
"2018- 12- 16","3,636,000","3,626,000","3,701,000","3,605,000","2.51K","0.28%"
"2018- 12- 15","3,626,000","3,636,000","3,691,000","3,563,000","2.88K","-0.30%"
"2018- 12- 14","3,637,000","3,723,000","3,763,000","3,600,000","4.89K","-2.31%"
"2018- 12- 13","3,723,000","3,889,000","3,904,000","3,692,000","4.59K","-4.39%"
"2018- 12- 12","3,894,000","3,821,000","3,931,000","3,803,000","3.83K","1.70%"
"2018- 12- 11","3,829,000","3,897,000","3,920,000","3,777,000","3.92K","-1.74%"
"2018- 12- 10","3,897,000","4,017,000","4,075,000","3,845,000","4.16K","-2.96%"
"2018- 12- 09","4,016,000","3,888,000","4,120,000","3,844,000","4.03K","3.29%"
"2018- 12- 08","3,888,000","3,867,000","3,999,000","3,720,000","4.19K","0.54%"
"2018- 12- 07","3,867,000","3,964,000","4,045,000","3,669,000","9.96K","-2.45%"
"2018- 12- 06","3,964,000","4,264,000","4,381,000","3,958,000","7.99K","-6.99%"
"2018- 12- 05","4,262,000","4,457,000","4,470,000","4,230,000","5.23K","-4.38%"
"2018- 12- 04","4,457,000","4,386,000","4,595,000","4,284,000","5.89K","1.60%"
"2018- 12- 03","4,387,000","4,694,000","4,713,000","4,333,000","5.91K","-6.54%"
"2018- 12- 02","4,694,000","4,726,000","4,848,000","4,613,000","3.57K","-0.66%"
"2018- 12- 01","4,725,000","4,571,000","4,843,000","4,480,000","3.79K","3.37%"
"2018- 11- 30","4,571,000","4,845,000","4,883,000","4,460,000","5.17K","-5.66%"
"2018- 11- 29","4,845,000","4,799,000","5,020,000","4,660,000","6.45K","0.96%"
"2018- 11- 28","4,799,000","4,376,000","4,930,000","4,368,000","7.39K","9.54%"
"2018- 11- 27","4,381,000","4,367,000","4,443,000","4,177,000","5.27K","0.41%"
"2018- 11- 26","4,363,000","4,613,000","4,746,000","4,167,000","6.89K","-5.42%"
"2018- 11- 25","4,613,000","4,491,000","4,770,000","4,127,000","8.47K","2.72%"
"2018- 11- 24","4,491,000","5,013,000","5,131,000","4,420,000","4.37K","-10.41%"
"2018- 11- 23","5,013,000","4,971,000","5,075,000","4,787,000","4.08K","1.07%"
"2018- 11- 22","4,960,000","5,278,000","5,357,000","4,910,000","3.62K","-6.03%"
"2018- 11- 21","5,278,000","5,187,000","5,430,000","5,018,000","5.19K","1.75%"
"2018- 11- 20","5,187,000","5,610,000","5,748,000","4,942,000","9.55K","-7.54%"
"2018- 11- 19","5,610,000","6,423,000","6,428,000","5,550,000","5.47K","-12.67%"
"2018- 11- 18","6,424,000","6,402,000","6,455,000","6,372,000","0.81K","0.34%"
"2018- 11- 17","6,402,000","6,432,000","6,432,000","6,343,000","1.14K","-0.31%"
"2018- 11- 16","6,422,000","6,539,000","6,580,000","6,337,000","2.66K","-1.59%"
"2018- 11- 15","6,526,000","6,775,000","6,808,000","6,271,000","4.86K","-3.62%"
"2018- 11- 14","6,771,000","7,245,000","7,268,000","6,503,000","4.16K","-6.54%"
"2018- 11- 13","7,245,000","7,252,000","7,272,000","7,213,000","1.55K","-0.12%"
"2018- 11- 12","7,254,000","7,264,000","7,293,000","7,243,000","1.29K","-0.15%"
"2018- 11- 11","7,265,000","7,240,000","7,272,000","7,198,000","42.16K","0.35%"
"2018- 11- 10","7,240,000","7,249,000","7,293,000","7,231,000","86.12K","-0.11%"
"2018- 11- 09","7,248,000","7,293,000","7,329,000","7,211,000","71.49K","-0.62%"
"2018- 11- 08","7,293,000","7,309,000","7,341,000","7,240,000","56.12K","-0.23%"
"2018- 11- 07","7,310,000","7,240,000","7,363,000","7,223,000","76.36K","0.97%"
"2018- 11- 06","7,240,000","7,198,000","7,259,000","7,187,000","87.24K","0.57%"
"2018- 11- 05","7,199,000","7,220,000","7,253,000","7,187,000","122.54K","-0.30%"
"2018- 11- 04","7,221,000","7,148,000","7,266,000","7,134,000","90.26K","1.02%"
"2018- 11- 03","7,148,000","7,181,000","7,190,000","7,110,000","74.18K","-0.46%"
"2018- 11- 02","7,181,000","7,179,000","7,238,000","7,152,000","88.64K","0.04%"
"2018- 11- 01","7,178,000","7,160,000","7,200,000","7,147,000","92.26K","0.22%"
"2018- 10- 31","7,162,000","7,144,000","7,203,000","7,086,000","81.67K","0.28%"
"2018- 10- 30","7,142,000","7,106,000","7,198,000","7,102,000","65.40K","0.51%"
"2018- 10- 29","7,106,000","7,259,000","7,273,000","7,093,000","73.57K","-2.11%"
"2018- 10- 28","7,259,000","7,290,000","7,306,000","7,251,000","38.97K","-0.43%"
"2018- 10- 27","7,290,000","7,275,000","7,301,000","7,255,000","66.24K","0.16%"
"2018- 10- 26","7,278,000","7,271,000","7,316,000","7,235,000","57.44K","0.10%"
"2018- 10- 25","7,271,000","7,285,000","7,310,000","7,234,000","76.77K","-0.18%"
"2018- 10- 24","7,284,000","7,270,000","7,330,000","7,265,000","65.63K","0.19%"
"2018- 10- 23","7,270,000","7,298,000","7,329,000","7,250,000","71.97K","-0.38%"
"2018- 10- 22","7,298,000","7,315,000","7,347,000","7,270,000","51.48K","-0.21%"
"2018- 10- 21","7,313,000","7,319,000","7,363,000","7,299,000","40.65K","0.04%"
"2018- 10- 20","7,310,000","7,302,000","7,352,000","7,272,000","39.57K","0.11%"
"2018- 10- 19","7,302,000","7,336,000","7,378,000","7,280,000","45.70K","-0.46%"
"2018- 10- 18","7,336,000","7,334,000","7,398,000","7,318,000","33.81K","0.03%"
"2018- 10- 17","7,334,000","7,372,000","7,380,000","7,288,000","29.52K","-0.52%"
"2018- 10- 16","7,372,000","7,411,000","7,469,000","7,327,000","33.67K","-0.53%"
"2018- 10- 15","7,411,000","7,196,000","7,875,000","7,165,000","27.34K","2.97%"
"2018- 10- 14","7,197,000","7,194,000","7,256,000","7,170,000","33.18K","0.04%"
"2018- 10- 13","7,194,000","7,195,000","7,217,000","7,167,000","30.94K","-0.04%"
"2018- 10- 12","7,197,000","7,194,000","7,283,000","7,160,000","31.80K","-0.03%"
"2018- 10- 11","7,199,000","7,467,000","7,475,000","7,158,000","26.18K","-3.59%"
"2018- 10- 10","7,467,000","7,522,000","7,522,000","7,388,000","31.38K","-0.73%"
"2018- 10- 09","7,522,000","7,540,000","7,570,000","7,487,000","32.60K","-0.24%"
"2018- 10- 08","7,540,000","7,491,000","7,584,000","7,461,000","29.95K","0.65%"
"2018- 10- 07","7,491,000","7,499,000","7,521,000","7,432,000","22.88K","-0.11%"
"2018- 10- 06","7,499,000","7,497,000","7,525,000","7,441,000","23.61K","0.03%"
"2018- 10- 05","7,497,000","7,469,000","7,550,000","7,425,000","24.33K","0.37%"
"2018- 10- 04","7,469,000","7,395,000","7,522,000","7,370,000","25.51K","1.16%"
"2018- 10- 03","7,383,000","7,375,000","7,401,000","7,291,000","26.68K","0.16%"
"2018- 10- 02","7,371,000","7,364,000","7,418,000","7,331,000","27.51K","0.10%"
"2018- 10- 01","7,364,000","7,417,000","7,461,000","7,300,000","28.91K","-0.71%"
"2018- 09- 30","7,417,000","7,370,000","7,417,000","7,327,000","29.00K","0.64%"
"2018- 09- 29","7,370,000","7,425,000","7,425,000","7,260,000","29.27K","-0.74%"
"2018- 09- 28","7,425,000","7,460,000","7,551,000","7,330,000","28.25K","-0.47%"
"2018- 09- 27","7,460,000","7,310,000","7,500,000","7,255,000","34.61K","2.05%"
"2018- 09- 26","7,310,000","7,295,000","7,394,000","7,250,000","37.32K","0.19%"
"2018- 09- 25","7,296,000","7,431,000","7,431,000","7,250,000","36.74K","-1.82%"
"2018- 09- 24","7,431,000","7,510,000","7,555,000","7,410,000","32.05K","-1.05%"
"2018- 09- 23","7,510,000","7,521,000","7,600,000","7,480,000","33.96K","-0.15%"
"2018- 09- 22","7,521,000","7,539,000","7,645,000","7,406,000","33.26K","-0.01%"
"2018- 09- 21","7,522,000","7,293,000","7,593,000","7,255,000","39.69K","3.13%"
"2018- 09- 20","7,294,000","7,249,000","7,350,000","7,182,000","38.76K","0.62%"
"2018- 09- 19","7,249,000","7,233,000","7,385,000","7,008,000","36.51K","0.22%"
"2018- 09- 18","7,233,000","7,194,000","7,272,000","7,135,000","35.36K","0.54%"
"2018- 09- 17","7,194,000","7,343,000","7,400,000","7,112,000","34.57K","-2.03%"
"2018- 09- 16","7,343,000","7,370,000","7,389,000","7,240,000","33.94K","-0.37%"
"2018- 09- 15","7,370,000","7,352,000","7,415,000","7,306,000","34.03K","0.24%"
"2018- 09- 14","7,352,000","7,373,000","7,456,000","7,264,000","34.13K","0.07%"
"2018- 09- 13","7,347,000","7,251,000","7,398,000","7,251,000","34.69K","1.32%"
"2018- 09- 12","7,251,000","7,223,000","7,280,000","7,150,000","35.74K","0.07%"
"2018- 09- 11","7,246,000","7,259,000","7,375,000","7,127,000","34.99K","-0.14%"
"2018- 09- 10","7,256,000","7,244,000","7,369,000","7,199,000","34.69K","0.36%"
"2018- 09- 09","7,230,000","7,202,000","7,430,000","7,125,000","36.38K","0.37%"
"2018- 09- 08","7,203,000","7,393,000","7,479,000","7,116,000","35.18K","-2.57%"
"2018- 09- 07","7,393,000","7,502,000","7,558,000","7,288,000","37.00K","-1.65%"
"2018- 09- 06","7,517,000","7,677,000","7,720,000","7,288,000","38.34K","-2.08%"
"2018- 09- 05","7,677,000","8,285,000","8,348,000","7,652,000","35.64K","-7.37%"
"2018- 09- 04","8,288,000","8,117,000","8,288,000","8,111,000","33.76K","2.11%"
"2018- 09- 03","8,117,000","8,131,000","8,160,000","8,032,000","33.75K","0.07%"
"2018- 09- 02","8,111,000","8,006,000","8,180,000","7,923,000","33.04K","1.31%"
"2018- 09- 01","8,006,000","7,891,000","8,047,000","7,859,000","33.27K","1.73%"
"2018- 08- 31","7,870,000","7,858,000","7,930,000","7,772,000","33.73K","0.15%"
"2018- 08- 30","7,858,000","7,826,000","7,932,000","7,676,000","32.37K","0.42%"
"2018- 08- 29","7,825,000","7,858,000","7,940,000","7,728,000","34.69K","-0.06%"
"2018- 08- 28","7,830,000","7,713,000","7,890,000","7,667,000","35.49K","1.69%"
"2018- 08- 27","7,700,000","7,540,000","7,712,000","7,498,000","21.87K","2.11%"
"2018- 08- 26","7,541,000","7,589,000","7,665,000","7,450,000","15.99K","-0.84%"
"2018- 08- 25","7,605,000","7,578,000","7,690,000","7,511,000","17.08K","0.36%"
"2018- 08- 24","7,578,000","7,440,000","7,600,000","7,351,000","1.71K","1.79%"
"2018- 08- 23","7,445,000","7,278,000","7,497,000","7,277,000","1.39K","2.32%"
"2018- 08- 22","7,276,000","7,408,000","7,790,000","7,196,000","3.23K","-1.78%"
"2018- 08- 21","7,408,000","7,262,000","7,449,000","7,248,000","1.28K","2.01%"
"2018- 08- 20","7,262,000","7,440,000","7,490,000","7,240,000","1.24K","-2.39%"
"2018- 08- 19","7,440,000","7,421,000","7,516,000","7,303,000","0.81K","0.55%"
"2018- 08- 18","7,399,000","7,501,000","7,580,000","7,296,000","1.25K","-1.36%"
"2018- 08- 17","7,501,000","7,342,000","7,535,000","7,312,000","1.95K","2.17%"
"2018- 08- 16","7,342,000","7,318,000","7,479,000","7,259,000","1.50K","0.26%"
"2018- 08- 15","7,323,000","7,247,000","7,634,000","7,231,000","2.26K","1.05%"
"2018- 08- 14","7,247,000","7,389,000","7,391,000","6,959,000","3.17K","-1.92%"
"2018- 08- 13","7,389,000","7,386,000","7,638,000","7,280,000","2.00K","0.05%"
"2018- 08- 12","7,385,000","7,313,000","7,552,000","7,250,000","1.03K","0.98%"
"2018- 08- 11","7,313,000","7,220,000","7,580,000","7,111,000","1.98K","1.29%"
"2018- 08- 10","7,220,000","7,546,000","7,619,000","7,051,000","2.58K","-4.32%"
"2018- 08- 09","7,546,000","7,316,000","7,666,000","7,220,000","2.29K","3.14%"
"2018- 08- 08","7,316,000","7,774,000","7,774,000","7,201,000","3.40K","-5.60%"
"2018- 08- 07","7,750,000","7,975,000","8,210,000","7,720,000","2.71K","-2.85%"
"2018- 08- 06","7,977,000","8,080,000","8,208,000","7,900,000","1.82K","-1.27%"
"2018- 08- 05","8,080,000","8,058,000","8,193,000","7,931,000","1.70K","0.27%"
"2018- 08- 04","8,058,000","8,474,000","8,582,000","7,980,000","2.32K","-4.91%"
"2018- 08- 03","8,474,000","8,674,000","8,674,000","8,343,000","1.82K","-2.31%"
"2018- 08- 02","8,674,000","8,685,000","8,806,000","8,560,000","1.48K","-0.13%"
"2018- 08- 01","8,685,000","8,735,000","8,775,000","8,450,000","1.99K","-0.57%"
"2018- 07- 31","8,735,000","9,224,000","9,225,000","7,135,000","2.67K","-5.30%"
"2018- 07- 30","9,224,000","9,185,000","9,250,000","8,856,000","1.51K","0.42%"
"2018- 07- 29","9,185,000","9,195,000","9,280,000","9,125,000","0.94K","-0.11%"
"2018- 07- 28","9,195,000","9,100,000","9,208,000","9,025,000","0.94K","1.04%"
"2018- 07- 27","9,100,000","8,935,000","9,225,000","8,780,000","2.94K","1.85%"
"2018- 07- 26","8,935,000","9,150,000","9,279,000","8,780,000","2.57K","-2.35%"
"2018- 07- 25","9,150,000","9,353,000","9,393,000","9,020,000","2.84K","-0.49%"
"2018- 07- 24","9,195,000","8,751,000","9,521,000","8,702,000","6.27K","5.06%"
"2018- 07- 23","8,752,000","8,325,000","8,849,000","8,280,000","3.12K","5.13%"
"2018- 07- 22","8,325,000","8,381,000","8,524,000","8,261,000","1.86K","-0.70%"
"2018- 07- 21","8,384,000","8,351,000","8,424,000","8,200,000","1.61K","0.40%"
"2018- 07- 20","8,351,000","8,440,000","8,683,000","8,286,000","3.56K","-1.05%"
"2018- 07- 19","8,440,000","8,300,000","8,540,000","8,152,000","2.96K","1.69%"
"2018- 07- 18","8,300,000","8,031,000","8,379,000","8,018,000","4.79K","3.35%"
"2018- 07- 17","8,031,000","7,475,000","8,120,000","7,403,000","4.17K","7.44%"
"2018- 07- 16","7,475,000","7,192,000","7,480,000","7,152,000","4.94K","3.93%"
"2018- 07- 15","7,192,000","7,119,000","7,243,000","7,103,000","1.32K","1.03%"
"2018- 07- 14","7,119,000","7,081,000","7,180,000","7,043,000","1.45K","0.62%"
"2018- 07- 13","7,075,000","7,101,000","7,179,000","6,970,000","2.29K","-0.45%"
"2018- 07- 12","7,107,000","7,236,000","7,236,000","6,950,000","2.24K","-1.78%"
"2018- 07- 11","7,236,000","7,143,000","7,260,000","7,137,000","2.69K","1.27%"
"2018- 07- 10","7,145,000","7,482,000","7,526,000","7,138,000","3.59K","-4.56%"
"2018- 07- 09","7,486,000","7,484,000","7,610,000","7,455,000","3.35K","-0.11%"
"2018- 07- 08","7,494,000","7,544,000","7,567,000","7,467,000","4.38K","-0.66%"
"2018- 07- 07","7,544,000","7,480,000","7,616,000","7,350,000","5.30K","0.80%"
"2018- 07- 06","7,484,000","7,281,000","7,500,000","7,242,000","5.15K","2.79%"
"2018- 07- 05","7,281,000","7,268,000","7,381,000","7,189,000","4.23K","0.28%"
"2018- 07- 04","7,261,000","7,197,000","7,419,000","7,048,000","4.66K","0.89%"
"2018- 07- 03","7,197,000","7,252,000","7,345,000","7,152,000","6.09K","-0.77%"
"2018- 07- 02","7,253,000","7,073,000","7,345,000","6,991,000","4.91K","2.53%"
"2018- 07- 01","7,074,000","7,141,000","7,186,000","6,982,000","4.83K","-0.97%"
"2018- 06- 30","7,143,000","6,950,000","7,260,000","6,942,000","3.37K","2.76%"
"2018- 06- 29","6,951,000","6,656,000","7,080,000","6,584,000","3.43K","4.53%"
"2018- 06- 28","6,650,000","6,927,000","6,966,000","6,632,000","2.76K","-3.94%"
"2018- 06- 27","6,923,000","6,872,000","6,987,000","6,825,000","1.75K","0.74%"
"2018- 06- 26","6,872,000","7,037,000","7,057,000","6,858,000","1.83K","-2.34%"
"2018- 06- 25","7,037,000","6,978,000","7,120,000","6,870,000","2.60K","0.74%"
"2018- 06- 24","6,985,000","7,014,000","7,119,000","6,603,000","3.57K","-0.41%"
"2018- 06- 23","7,014,000","6,909,000","7,100,000","6,853,000","2.35K","1.52%"
"2018- 06- 22","6,909,000","7,476,000","7,499,000","6,810,000","4.61K","-7.55%"
"2018- 06- 21","7,473,000","7,469,000","7,519,000","7,389,000","1.58K","0.13%"
"2018- 06- 20","7,463,000","7,504,000","7,512,000","7,074,000","5.04K","-0.55%"
"2018- 06- 19","7,504,000","7,450,000","7,595,000","7,408,000","4.55K","0.74%"
"2018- 06- 18","7,449,000","7,213,000","7,500,000","7,123,000","3.83K","3.26%"
"2018- 06- 17","7,214,000","7,263,000","7,318,000","7,192,000","1.86K","-0.67%"
"2018- 06- 16","7,263,000","7,268,000","7,350,000","7,109,000","2.76K","-0.48%"
"2018- 06- 15","7,298,000","7,360,000","7,384,000","7,228,000","5.37K","-0.77%"
"2018- 06- 14","7,355,000","7,031,000","7,380,000","6,981,000","7.53K","4.61%"
"2018- 06- 13","7,031,000","7,348,000","7,380,000","6,914,000","6.86K","-4.33%"
"2018- 06- 12","7,349,000","7,640,000","7,669,000","7,277,000","6.82K","-3.83%"
"2018- 06- 11","7,642,000","7,583,000","7,650,000","7,393,000","6.91K","0.78%"
"2018- 06- 10","7,583,000","8,234,000","8,234,000","7,440,000","7.95K","-7.95%"
"2018- 06- 09","8,238,000","8,332,000","8,369,000","8,210,000","2.69K","-1.19%"
"2018- 06- 08","8,337,000","8,365,000","8,375,000","8,270,000","3.63K","-0.33%"
"2018- 06- 07","8,365,000","8,351,000","8,430,000","8,320,000","3.70K","0.18%"
"2018- 06- 06","8,350,000","8,349,000","8,400,000","8,207,000","3.90K","0.01%"
"2018- 06- 05","8,349,000","8,245,000","8,380,000","8,124,000","4.18K","1.18%"
"2018- 06- 04","8,252,000","8,420,000","8,465,000","8,203,000","4.58K","-2.00%"
"2018- 06- 03","8,420,000","8,330,000","8,441,000","8,300,000","3.88K","1.09%"
"2018- 06- 02","8,329,000","8,279,000","8,404,000","8,218,000","4.34K","0.62%"
"2018- 06- 01","8,278,000","8,274,000","8,350,000","8,123,000","4.51K","0.07%"
"2018- 05- 31","8,272,000","8,200,000","8,360,000","8,104,000","5.96K","0.89%"
"2018- 05- 30","8,199,000","8,307,000","8,407,000","8,071,000","6.85K","-1.25%"
"2018- 05- 29","8,303,000","7,893,000","8,356,000","7,833,000","7.34K","5.26%"
"2018- 05- 28","7,888,000","8,175,000","8,266,000","7,863,000","7.09K","-3.49%"
"2018- 05- 27","8,173,000","8,164,000","8,210,000","8,050,000","2.98K","0.11%"
"2018- 05- 26","8,164,000","8,319,000","8,415,000","8,120,000","3.66K","-1.88%"
"2018- 05- 25","8,320,000","8,404,000","8,469,000","8,180,000","6.00K","-0.99%"
"2018- 05- 24","8,403,000","8,485,000","8,682,000","8,179,000","8.65K","-0.97%"
"2018- 05- 23","8,485,000","8,949,000","9,010,000","8,441,000","9.40K","-5.21%"
"2018- 05- 22","8,951,000","9,331,000","9,348,000","8,950,000","6.00K","-4.07%"
"2018- 05- 21","9,331,000","9,373,000","9,460,000","9,256,000","5.22K","-0.45%"
"2018- 05- 20","9,373,000","9,100,000","9,404,000","9,040,000","4.77K","3.00%"
"2018- 05- 19","9,100,000","9,169,000","9,286,000","9,062,000","3.93K","-0.75%"
"2018- 05- 18","9,169,000","9,087,000","9,203,000","8,880,000","6.50K","1.10%"
"2018- 05- 17","9,069,000","9,300,000","9,380,000","9,005,000","6.82K","-2.52%"
"2018- 05- 16","9,303,000","9,509,000","9,530,000","9,031,000","8.85K","-2.17%"
"2018- 05- 15","9,509,000","9,790,000","9,859,000","9,471,000","8.64K","-2.87%"
"2018- 05- 14","9,790,000","9,807,000","9,930,000","9,397,000","10.16K","-0.19%"
"2018- 05- 13","9,809,000","9,491,000","9,841,000","9,343,000","6.33K","3.35%"
"2018- 05- 12","9,491,000","9,251,000","9,644,000","9,050,000","9.73K","2.59%"
"2018- 05- 11","9,251,000","9,990,000","9,991,000","8,937,000","13.04K","-7.30%"
"2018- 05- 10","9,980,000","10,391,000","10,457,000","9,922,000","6.88K","-3.93%"
"2018- 05- 09","10,388,000","10,233,000","10,425,000","9,942,000","7.17K","1.51%"
"2018- 05- 08","10,233,000","10,437,000","10,489,000","10,117,000","6.55K","-1.95%"
"2018- 05- 07","10,437,000","10,680,000","10,696,000","10,260,000","8.43K","-2.31%"
"2018- 05- 06","10,684,000","10,829,000","10,959,000","10,491,000","7.59K","-1.33%"
"2018- 05- 05","10,828,000","10,662,000","10,892,000","10,617,000","7.09K","1.68%"
"2018- 05- 04","10,649,000","10,680,000","10,759,000","10,501,000","8.77K","-0.25%"
"2018- 05- 03","10,676,000","10,032,000","10,794,000","10,001,000","13.41K","6.40%"
"2018- 05- 02","10,034,000","9,913,000","10,074,000","9,830,000","7.00K","1.21%"
"2018- 05- 01","9,914,000","10,119,000","10,144,000","9,743,000","9.30K","-2.04%"
"2018- 04- 30","10,120,000","10,191,000","10,288,000","9,990,000","10.62K","-0.69%"
"2018- 04- 29","10,190,000","10,043,000","10,270,000","9,900,000","10.30K","1.46%"
"2018- 04- 28","10,043,000","9,809,000","10,124,000","9,740,000","8.55K","2.31%"
"2018- 04- 27","9,816,000","10,132,000","10,175,000","9,760,000","10.06K","-3.12%"
"2018- 04- 26","10,132,000","9,805,000","10,160,000","9,500,000","15.11K","3.34%"
"2018- 04- 25","9,805,000","10,538,000","10,744,000","9,714,000","19.39K","-6.96%"
"2018- 04- 24","10,538,000","9,757,000","10,679,000","9,735,000","15.77K","8.00%"
"2018- 04- 23","9,757,000","9,594,000","9,757,000","9,552,000","9.32K","1.70%"
"2018- 04- 22","9,594,000","9,706,000","9,720,000","9,505,000","8.98K","-1.15%"
"2018- 04- 21","9,706,000","9,570,000","9,820,000","9,272,000","13.38K","1.42%"
"2018- 04- 20","9,570,000","8,976,000","9,663,000","8,827,000","16.68K","6.62%"
"2018- 04- 19","8,976,000","8,650,000","9,018,000","8,601,000","15.00K","3.78%"
"2018- 04- 18","8,649,000","8,464,000","8,670,000","8,455,000","10.47K","2.19%"
"2018- 04- 17","8,464,000","8,651,000","8,670,000","8,420,000","9.65K","-2.16%"
"2018- 04- 16","8,651,000","8,647,000","8,820,000","8,456,000","10.50K","-0.07%"
"2018- 04- 15","8,657,000","8,326,000","8,700,000","8,255,000","9.75K","3.91%"
"2018- 04- 14","8,331,000","8,376,000","8,549,000","8,151,000","10.36K","-0.49%"
"2018- 04- 13","8,372,000","8,131,000","8,611,000","7,972,000","18.78K","2.96%"
"2018- 04- 12","8,131,000","7,422,000","8,284,000","7,250,000","26.32K","9.55%"
"2018- 04- 11","7,422,000","7,404,000","7,490,000","7,351,000","9.74K","0.24%"
"2018- 04- 10","7,404,000","7,443,000","7,451,000","7,270,000","7.86K","-0.52%"
"2018- 04- 09","7,443,000","7,609,000","7,750,000","7,272,000","12.71K","-2.17%"
"2018- 04- 08","7,608,000","7,524,000","7,666,000","7,498,000","6.98K","1.12%"
"2018- 04- 07","7,524,000","7,266,000","7,679,000","7,229,000","9.67K","3.57%"
"2018- 04- 06","7,265,000","7,395,000","7,480,000","7,150,000","9.17K","-1.76%"
"2018- 04- 05","7,395,000","7,500,000","7,599,000","7,202,000","18.25K","-1.40%"
"2018- 04- 04","7,500,000","8,095,000","8,112,000","7,412,000","14.34K","-7.35%"
"2018- 04- 03","8,095,000","7,704,000","8,176,000","7,656,000","15.27K","5.08%"
"2018- 04- 02","7,704,000","7,469,000","7,816,000","7,397,000","11.31K","3.15%"
"2018- 04- 01","7,469,000","7,682,000","7,776,000","7,094,000","12.82K","-2.77%"
"2018- 03- 31","7,682,000","7,594,000","7,928,000","7,530,000","13.02K","1.16%"
"2018- 03- 30","7,594,000","7,884,000","8,067,000","7,438,000","21.57K","-3.68%"
"2018- 03- 29","7,884,000","8,719,000","8,755,000","7,763,000","16.38K","-9.59%"
"2018- 03- 28","8,720,000","8,638,000","8,900,000","8,572,000","8.15K","0.95%"
"2018- 03- 27","8,638,000","9,045,000","9,119,000","8,522,000","12.25K","-4.50%"
"2018- 03- 26","9,045,000","9,466,000","9,547,000","8,800,000","12.34K","-4.45%"
"2018- 03- 25","9,466,000","9,560,000","9,668,000","9,404,000","8.17K","-0.98%"
"2018- 03- 24","9,560,000","9,855,000","9,936,000","9,537,000","10.93K","-2.99%"
"2018- 03- 23","9,855,000","9,765,000","9,855,000","9,271,000","13.39K","0.92%"
"2018- 03- 22","9,765,000","9,916,000","10,056,000","9,496,000","12.93K","-1.52%"
"2018- 03- 21","9,916,000","9,828,000","10,144,000","9,746,000","17.17K","0.90%"
